scenarios,rating,goal,gpt-4_1-annotated_results,claude-3_7-annotated_results,golden_label
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
If Sean wanted to BOTH make Chris feel good AND give accurate and informative feedback,
What would Sean be most likely to say?
'Response: 'Your song has potential, and with a few adjustments, it could be even better!",1,both,"Politeness marker: has potential
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: with a few adjustments
Politeness strategy:
1. Off-Record - Understate

Politeness marker: it could be even better
Politeness strategy:
1. Negative Politeness - Counterfactual modal forms (could)","Politeness marker: has potential
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: with a few adjustments
Politeness strategy:
1. Negative Politeness + Minimize the imposition
2. Off-Record + Understate

Politeness marker: could be even better
Politeness strategy:
1. Positive Politeness + Be optimistic
2. Negative Politeness + Counterfactual modal forms (could/would)","Politeness marker: has potential
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: with a few adjustments
Politeness strategy:
1. Negative Politeness + Minimize the imposition

Politeness marker: could be even better
Politeness strategy:
1. Positive Politeness + Be optimistic
2. Negative Politeness + Counterfactual modal forms (could/would)"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
If Sean wanted to BOTH make Chris feel good AND give accurate and informative feedback,
What would Sean be most likely to say?
'Response: ' I loved the enthusiasm and creativity in your song, but there were a few areas where the melody and harmony could be improved for even greater impact.",1,both,"Politeness marker: I loved the enthusiasm and creativity in your song
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: there were a few areas where the melody and harmony could be improved
Politeness strategy:
1. Off-Record - Understate

Politeness marker: for even greater impact
Politeness strategy:
1. Positive Politeness - Be optimistic","Politeness marker: I loved the enthusiasm and creativity in your song
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness + Avoid disagreement

Politeness marker: but there were a few areas where the melody and harmony could be improved
Politeness strategy:
1. Negative Politeness + Question, hedge
2. Negative Politeness + Minimize the imposition

Politeness marker: for even greater impact
Politeness strategy:
1. Positive Politeness + Be optimistic","Politeness marker: I loved the enthusiasm and creativity in your song
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness + Avoid disagreement

Politeness marker: but there were a few areas where the melody and harmony could be improved
Politeness strategy:
1. Negative Politeness + Question, hedge
2. Negative Politeness + Minimize the imposition"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
If Sean wanted to BOTH make Chris feel good AND give accurate and informative feedback,
What would Sean be most likely to say?
'Response: 'Great job on the beat and tempo, what if you tried to incorporate some bass on this part of the chorus here?",1,both,"Politeness marker: Great job
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: what if you tried to incorporate some bass on this part of the chorus here?
Politeness strategy:
1. Off-Record - Give hints
2. Negative Politeness - Be conventionally indirect","Politeness marker: Great job
Politeness strategy:
1. Positive Politeness + Exaggerate interest, approval, sympathy

Politeness marker: what if you tried
Politeness strategy:
1. Negative Politeness + Question, hedge
2. Negative Politeness + Be conventionally indirect

Politeness marker: some
Politeness strategy:
1. Negative Politeness + Minimize the imposition","Politeness marker: Great job
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: what if you tried
Politeness strategy:
1. Off-Record - Give hints
2. Negative Politeness - Be conventionally indirect"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
If Sean wanted to BOTH make Chris feel good AND give accurate and informative feedback,
What would Sean be most likely to say?
'Response: 'I think you were very creative and talented to make such a song, but you need to refine some parts that do not match and rethink your samples.",1,both,"Politeness marker: I think
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: you were very creative and talented
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: but you need to refine some parts that do not match and rethink your samples
Politeness strategy:
1. Negative Politeness - Be conventionally indirect (softening criticism by embedding it in constructive feedback)","Politeness marker: I think
Politeness strategy:
1. Negative Politeness + Question, hedge

Politeness marker: you were very creative and talented
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness + Exaggerate interest, approval, sympathy

Politeness marker: but you need to refine some parts
Politeness strategy:
1. Positive Politeness + Avoid disagreement
2. Negative Politeness + Minimize the imposition","Politeness marker: I think
Politeness strategy:
1. Negative Politeness + Question, hedge
 Politeness marker: but
Politeness strategy:
1. Off-Record - Contradictions 
Politeness marker: you were very creative and talented
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: you need to refine some parts
Politeness strategy:
1. Negative Politeness + Minimize the imposition"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
If Sean wanted to BOTH make Chris feel good AND give accurate and informative feedback,
What would Sean be most likely to say?
'Response: 'I think you made a good effort to compose this song, and I can see what you were trying to accomplish. I have some feedback that I think would make it even better, if you're open to discussing it.",1,both,"Politeness marker: I think you made a good effort to compose this song
Politeness strategy:
1. Positive Politeness - Positive Lexicon (good effort)
2. Positive Politeness - Avoid disagreement (I think)

Politeness marker: I can see what you were trying to accomplish
Politeness strategy:
1. Positive Politeness - Notice, attend to hearer’s interests, wants, needs (what you were trying to accomplish)

Politeness marker: if you're open to discussing it
Politeness strategy:
1. Negative Politeness - Be conventionally indirect (if you're open to)
2. Negative Politeness - Minimize the imposition (if you're open to discussing it)","Politeness marker: I think
Politeness strategy:
1. Negative Politeness + Question, hedge

Politeness marker: good effort
Politeness strategy:
1. Positive Politeness + Avoid disagreement
2. Positive Politeness + Positive Lexicon

Politeness marker: I have some feedback that I think would make it even better
Politeness strategy:
1. Negative Politeness + Question, hedge
2. Positive Politeness + Be optimistic","Politeness marker: I think
Politeness strategy:
1. Negative Politeness + Question, hedge

Politeness marker: good effort
Politeness strategy:
1. Positive Politeness + Avoid disagreement
2. Positive Politeness + Positive Lexicon  Politeness marker: if you're open to discussing it
Politeness strategy:
1. Negative Politeness - Be conventionally indirect (if you're open to)
2. Negative Politeness - Minimize the imposition (if you're open to discussing it)"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
If Sean wanted to give as accurate and informative feedback as possible, but not necessarily make Chris feel good,
What would Sean be most likely to say?
'Response: 'The song has potential but needs significant work on the melody and structure.",1,informative,"Politeness marker: has potential
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Avoid disagreement (softening criticism by acknowledging some merit)","Politeness marker: has potential
Politeness strategy:
1. Positive Politeness - Avoid disagreement

Politeness marker: but needs significant work
Politeness strategy:
1. Negative Politeness - Be conventionally indirect
2. Off-Record - Understate","Politeness marker: has potential
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Avoid disagreement (softening criticism by acknowledging some merit)  Politeness marker: but
Politeness strategy:
1. Off-Record - Contradictions"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
If Sean wanted to give as accurate and informative feedback as possible, but not necessarily make Chris feel good,
What would Sean be most likely to say?
'Response: 'Your song has potential, but it needs improvement in areas like melody and structure.",1,informative,"Politeness marker: has potential
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: but it needs improvement in areas like melody and structure
Politeness strategy:
1. Bald-on-Record - Factuality (direct assertions, less polite)","Politeness marker: has potential
Politeness strategy:
1. Positive Politeness - Avoid disagreement

Politeness marker: but it needs improvement
Politeness strategy:
1. Negative Politeness - Hedge
2. Off-Record - Understate

Politeness marker: in areas like melody and structure
Politeness strategy:
1. Negative Politeness - Be specific about criticism
2. Negative Politeness - Minimize the imposition","Politeness marker: has potential
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Avoid disagreement (softening criticism by acknowledging some merit)  Politeness marker: but
Politeness strategy:
1. Off-Record - Contradictions 
Politeness marker: it needs improvement in areas like melody and structure
Politeness strategy:
1. Bald-on-Record - Factuality (direct assertions, less polite)"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
If Sean wanted to give as accurate and informative feedback as possible, but not necessarily make Chris feel good,
What would Sean be most likely to say?
'Response: ' I think your song is ok, but there's definitely room for improvement in some areas.",1,informative,"Politeness marker: I think
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: ok
Politeness strategy:
1. Off-Record - Understate

Politeness marker: definitely room for improvement
Politeness strategy:
1. Off-Record - Give hints","Politeness marker: I think
Politeness strategy:
1. Negative Politeness + Question, hedge

Politeness marker: ok
Politeness strategy:
1. Positive Politeness + Avoid disagreement

Politeness marker: definitely room for improvement
Politeness strategy:
1. Negative Politeness + Minimize the imposition","Politeness marker: I think
Politeness strategy:
1. Negative Politeness + Question, hedge

Politeness marker: ok
Politeness strategy:
1. Positive Politeness + Avoid disagreement

Politeness marker: definitely room for improvement
Politeness strategy:
1. Negative Politeness + Minimize the imposition"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
If Sean wanted to give as accurate and informative feedback as possible, but not necessarily make Chris feel good,
What would Sean be most likely to say?
'Response: 'I feel like there's something missing.",1,informative,"Politeness marker: I feel like
Politeness strategy:
1. Negative politeness – Question, hedge","Politeness marker: I feel like
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: there's something missing
Politeness strategy:
1. Off-Record - Be vague
2. Off-Record - Understate","Politeness marker: I feel like
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: there's something missing
Politeness strategy:
1. Off-Record - Be vague
2. Negative Politeness - Impersonalize speaker and hearer 3. Negative Politeness - Minimize the imposition"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
If Sean wanted to give as accurate and informative feedback as possible, but not necessarily make Chris feel good,
What would Sean be most likely to say?
'Response: 'I feel the song needs some work.",1,informative,"Politeness marker: I feel
Politeness strategy:
1. Negative politeness – Question, hedge","Politeness marker: I feel
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: needs some work
Politeness strategy:
1. Negative Politeness - Minimize the imposition
2. Off-Record - Understate","Politeness marker: I feel
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: needs some work
Politeness strategy:
1. Negative Politeness - Minimize the imposition"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
If Sean wanted to give as accurate and informative feedback as possible, but not necessarily make Chris feel good,
What would Sean be most likely to say?
'Response: 'The samples you used are interesting, but you need to work on your song for a bit longer. It sounds quite dull and the lyrics are very cliche.",1,informative,"Politeness marker: interesting
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: but
Politeness strategy:
1. Positive Politeness - Avoid disagreement

Politeness marker: quite
Politeness strategy:
1. Off-Record - Understate","Politeness marker: interesting
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Avoid disagreement

Politeness marker: you need to work on your song for a bit longer
Politeness strategy:
1. Negative Politeness - Minimize the imposition (a bit longer)
2. Negative Politeness - Impersonalize speaker and hearer

Politeness marker: quite
Politeness strategy:
1. Off-Record - Understate","Politeness marker: interesting
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Avoid disagreement

Politeness marker: you need to work on your song for a bit longer
Politeness strategy:
1. Negative Politeness - Minimize the imposition (a bit longer)"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
If Sean wanted to make Chris feel good, but not necessarily give informative feedback,
What would Sean be most likely to say?
'Response: 'It was pretty good - I can tell you put a lot of effort into it!",1,social,"Politeness marker: pretty good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: I can tell you put a lot of effort into it
Politeness strategy:
1. Positive Politeness - Notice, attend to hearer’s interests, wants, needs","Politeness marker: pretty good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Avoid disagreement

Politeness marker: I can tell you put a lot of effort into it
Politeness strategy:
1. Positive Politeness - Notice, attend to hearer's interests, wants, needs
2. Positive Politeness - Exaggerate interest, approval, sympathy","Politeness marker: pretty good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Avoid disagreement

Politeness marker: I can tell you put a lot of effort into it
Politeness strategy:
1. Positive Politeness - Notice, attend to hearer's interests, wants, needs"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
If Sean wanted to make Chris feel good, but not necessarily give informative feedback,
What would Sean be most likely to say?
'Response: 'Your song was pretty good!",1,social,"Politeness marker: pretty good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Off-Record - Understate (softening the true evaluation)","Politeness marker: pretty good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Off-Record - Overstate (given the actual 1/3 rating)","Politeness marker: pretty good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Off-Record - Overstate"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
If Sean wanted to make Chris feel good, but not necessarily give informative feedback,
What would Sean be most likely to say?
'Response: ' I thought it was a really nice piece.",1,social,"Politeness marker: a really nice piece
Politeness strategy:

1. Positive Politeness - Positive Lexicon (nice)
2. Positive Politeness - Exaggerate interest, approval, sympathy (really)","Politeness marker: really nice
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: I thought
Politeness strategy:
1. Negative Politeness - Question, hedge","Politeness marker: really nice
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism) 2. Off-Record - Overstate

Politeness marker: I thought
Politeness strategy:
1. Negative Politeness - Question, hedge"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
If Sean wanted to make Chris feel good, but not necessarily give informative feedback,
What would Sean be most likely to say?
'Response: 'I think you have a good foundation for this song, but there may be some parts that you can improve on. For example, the instrument mixing could be done differently, as some parts overpower others.",1,social,"Politeness marker: I think
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: you have a good foundation for this song
Politeness strategy:
1. Positive Politeness - Positive Lexicon
2. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: there may be some parts that you can improve on
Politeness strategy:
1. Negative Politeness - Question, hedge","Politeness marker: I think
Politeness strategy:
1. Negative Politeness + Question, hedge

Politeness marker: you have a good foundation
Politeness strategy:
1. Positive Politeness + Positive Lexicon
2. Positive Politeness + Avoid disagreement

Politeness marker: may be some parts
Politeness strategy:
1. Negative Politeness + Question, hedge
2. Negative Politeness + Be pessimistic","Politeness marker: I think
Politeness strategy:
1. Negative Politeness + Question, hedge

Politeness marker: you have a good foundation
Politeness strategy:
1. Positive Politeness + Positive Lexicon
2. Positive Politeness + Avoid disagreement

Politeness marker: may be some parts
Politeness strategy:
1. Negative Politeness + Question, hedge"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
If Sean wanted to make Chris feel good, but not necessarily give informative feedback,
What would Sean be most likely to say?
'Response: 'I thought it was good but you could definitely practice more to make it better.",1,social,"Politeness marker: good
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: you could definitely practice more to make it better
Politeness strategy:
1. Negative Politeness - Counterfactual modal forms (could)
2. Positive Politeness - Be optimistic (definitely)
3. Positive Politeness - Give or ask for reasons (to make it better)","Politeness marker: I thought it was good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Negative Politeness - Hedge (I thought)

Politeness marker: you could definitely practice more
Politeness strategy:
1. Positive Politeness - Be optimistic (definitely)
2. Negative Politeness - Counterfactual modal forms (could)

Politeness marker: to make it better
Politeness strategy:
1. Positive Politeness - Give or ask for reasons (to make it better)","Politeness marker: I thought it was good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Negative Politeness - Hedge (I thought)

Politeness marker: you could definitely practice more
Politeness strategy:
1. Negative Politeness - Counterfactual modal forms (could)"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
If Sean wanted to make Chris feel good, but not necessarily give informative feedback,
What would Sean be most likely to say?
'Response: 'It was a decent song just not my genre.",1,social,"Politeness marker: decent
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: just not my genre
Politeness strategy:
1. Off-Record - Give hints","Politeness marker: decent
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: just not my genre
Politeness strategy:
1. Negative Politeness - Hedge
2. Off-Record - Understate","Politeness marker: decent
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: just not my genre
Politeness strategy:
1. Negative Politeness - Hedge"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
What would Sean be most likely to say?
'Response: 'The song has potential, but it needs some work to make it better.",1,default,"Politeness marker: has potential
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: needs some work
Politeness strategy:
1. Off-Record - Understate

Politeness marker: to make it better
Politeness strategy:
1. Positive Politeness - Be optimistic","Politeness marker: has potential
Politeness strategy:
1. Positive Politeness - Avoid disagreement

Politeness marker: but it needs some work
Politeness strategy:
1. Negative Politeness - Hedge
2. Off-Record - Understate

Politeness marker: to make it better
Politeness strategy:
1. Positive Politeness - Be optimistic","Politeness marker: has potential
Politeness strategy:
1. Positive Politeness - Avoid disagreement

Politeness marker: but
Politeness strategy:
1. Off-Record - Contradictions"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
What would Sean be most likely to say?
'Response: 'It was okay, but it could use some improvement.",1,default,"Politeness marker: okay
Politeness strategy:
1. Off-record (Understate)

Politeness marker: could use some improvement
Politeness strategy:
1. Off-record (Be vague)","Politeness marker: It was okay
Politeness strategy:
1. Positive Politeness - Avoid disagreement

Politeness marker: but it could use some improvement
Politeness strategy:
1. Negative Politeness - Hedge
2. Off-Record - Understate","Politeness marker: It was okay
Politeness strategy:
1. Positive Politeness - Avoid disagreement

Politeness marker: but it could use some improvement
Politeness strategy:
1. Negative Politeness - Hedge 2. Negative Politeness - Counterfactual modal forms "
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
What would Sean be most likely to say?
'Response: ' The song was okay but had some areas that needed improvement.",1,default,"Politeness marker: okay
Politeness strategy:
1. Off-record (Understate)

Politeness marker: had some areas that needed improvement
Politeness strategy:
1. Off-record (Be vague)","Politeness marker: okay
Politeness strategy:
1. Positive Politeness - Avoid disagreement

Politeness marker: some areas
Politeness strategy:
1. Negative Politeness - Minimize the imposition
2. Off-Record - Be vague

Politeness marker: needed improvement
Politeness strategy:
1. Negative Politeness - Impersonalize speaker and hearer","Politeness marker: okay
Politeness strategy:
1. Positive Politeness - Avoid disagreement

Politeness marker: some areas
Politeness strategy:
1. Negative Politeness - Minimize the imposition
2. Off-Record - Be vague"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
What would Sean be most likely to say?
'Response: 'Your song needs improvement especially in structure and melody, but this is a good start.",1,default,"Politeness marker: this is a good start  
Politeness strategy:  
1. Positive Politeness - Positive Lexicon (good)  
2. Positive Politeness - Avoid disagreement (but this is a good start)","Politeness marker: needs improvement
Politeness strategy:
1. Negative Politeness + Hedge
2. Off-Record + Understate

Politeness marker: but this is a good start
Politeness strategy:
1. Positive Politeness + Avoid disagreement
2. Positive Politeness + Be optimistic","Politeness marker: needs improvement
Politeness strategy:
1. Negative Politeness + Hedge

Politeness marker: but this is a good start
Politeness strategy:
1. Positive Politeness + Avoid disagreement
2. Positive Politeness + Be optimistic"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
What would Sean be most likely to say?
'Response: 'The components of a good song are there, but needs some more work.",1,default,"Politeness marker: The components of a good song are there
Politeness strategy:
1. Positive Politeness - Avoid disagreement

Politeness marker: needs some more work
Politeness strategy:
1. Off-Record - Understate","Politeness marker: The components of a good song are there
Politeness strategy:
1. Positive Politeness - Avoid disagreement
2. Positive Politeness - Positive Lexicon

Politeness marker: but needs some more work
Politeness strategy:
1. Off-Record - Understate
2. Negative Politeness - Minimize the imposition","Politeness marker: The components of a good song are there
Politeness strategy:
1. Positive Politeness - Avoid disagreement

Politeness marker: needs some more work
Politeness strategy:
1. Off-Record - Understate
2. Negative Politeness - Minimize the imposition  Politeness marker: but
Politeness strategy:
1. Off-Record - Contradictions"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
1 out of 3 hearts
Question:
What would Sean be most likely to say?
'Response: 'You have good song but the melody felt a bit inconsistent and some sections could flow more smoothly.",1,default,"Politeness marker: good song
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: could flow more smoothly
Politeness strategy:
1. Negative Politeness - Counterfactual modal forms (could/would)","Politeness marker: You have good song
Politeness strategy:
1. Positive Politeness + Avoid disagreement
2. Positive Politeness + Positive Lexicon

Politeness marker: a bit inconsistent
Politeness strategy:
1. Off-Record + Be vague
2. Off-Record + Understate

Politeness marker: could flow more smoothly
Politeness strategy:
1. Negative Politeness + Counterfactual modal forms
2. Off-Record + Give hints","Politeness marker: good song
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: could flow more smoothly
Politeness strategy:
1. Negative Politeness - Counterfactual modal forms (could/would)"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
2 out of 3 hearts
Question:
If Sean wanted to BOTH make Chris feel good AND give accurate and informative feedback,
What would Sean be most likely to say?
'Response: 'Your song has a really nice melody, and with a few small adjustments to the rhythm, it could be even better.",2,both,"Politeness marker: really nice melody
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: a few small adjustments
Politeness strategy:
1. Off-Record - Understate

Politeness marker: it could be even better
Politeness strategy:
1. Negative Politeness - Counterfactual modal forms (could)","Politeness marker: really nice
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: could be even better
Politeness strategy:
1. Negative Politeness + Hedge
2. Positive Politeness + Be optimistic

Politeness marker: small adjustments
Politeness strategy:
1. Negative Politeness + Minimize the imposition","Politeness marker: really nice
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: could be even better
Politeness strategy:
1. Negative Politeness + Hedge
2. Positive Politeness + Be optimistic

Politeness marker: small adjustments
Politeness strategy:
1. Negative Politeness + Minimize the imposition"
"Scenario:
Imagine that Chris composed a song, but he didn't know how good it sounded. Chris approached Sean, who knows a lot about composing songs, and asked ""How was my song?""
Rating:
Here's how Sean actually felt about Chris's song:
2 out of 3 hearts
Question:
If Sean wanted to BOTH make Chris feel good AND give accurate and informative feedback,
What would Sean be most likely to say?
'Response: 'Your song was really good, and with a few tweaks, it could be even better!",2,both,"Politeness marker: really good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: with a few tweaks
Politeness strategy:
1. Off-Record - Understate

Politeness marker: it could be even better
Politeness strategy:
1. Negative Politeness - Counterfactual modal forms (could)","Politeness marker: really good
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: with a few tweaks
Politeness strategy:
1. Negative Politeness + Minimize the imposition
2. Negative Politeness + Hedge

Politeness marker: could be even better
Politeness strategy:
1. Positive Politeness + Be optimistic
2. Negative Politeness + Counterfactual modal forms (could/would)","Politeness marker: really good
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: with a few tweaks
Politeness strategy:
1. Negative Politeness + Minimize the imposition
2. Negative Politeness + Hedge

Politeness marker: could be even better
Politeness strategy:
1. Positive Politeness + Be optimistic
2. Negative Politeness + Counterfactual modal forms (could/would)"
